age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
57, Private,230899, 5th-6th,3.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0,28657
30, Private,460408, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,1672,45, United-States,0,19230
36, State-gov,135874, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,11877
47, Private,217161, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Female,0,0,14, United-States,0,3030
39, Self-emp-not-inc,34378, HS-grad,, Married-civ-spouse,, Husband, White, Male,0,0,50, United-States,0,139
26, Private,360252, Assoc-acdm,, Married-civ-spouse,, Wife, White, Female,0,0,40, United-States,0,474
29, Private,174163, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,3472
61, Private,139391, Some-college,10.0, Never-married, Tech-support, Own-child, White, Male,0,0,16, United-States,0,2309
40, Private,33331, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0,21979
33, Self-emp-not-inc,343021, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States,0,19776
55, Private,272656, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, United-States,1,21312
32, Private,47932, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,10832
59, State-gov,159472, 9th,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,7298
30, Private,164309, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0,10608
31, Private,152940, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,7187
25, Private,28520, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0,13620
42, Federal-gov,170230, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,60, United-States,1,10068
46, Private,176552, 11th,7.0, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,1,30132
46, Private,256522, 1st-4th,2.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Puerto-Rico,0,3858
22, ?,31102, Some-college,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,4, South,0,22828
45, Private,421412, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,1,26894
29, Federal-gov,33315, Assoc-acdm,12.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,5308
32, Private,473133, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,18632
44, Self-emp-inc,212760, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1,19667
38, Local-gov,30509, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,1669,55, United-States,0,9809
49, ?,350759, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,13119
25, Private,104746, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,16, United-States,0,28149
60, Private,51290, 7th-8th,4.0, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0,21970
60, Private,232337, 7th-8th,4.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,5055
39, Self-emp-inc,186934, Bachelors,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States,0,17130
30, Private,43953, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Female,0,1974,40, United-States,0,10657
55, ?,449576, 5th-6th,3.0, Married-civ-spouse, ?, Husband, White, Male,0,0,48, Mexico,0,8406
37, Local-gov,218490, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,35, United-States,1,21456
27, Private,386036, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States,0,16475
37, Private,269329, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,45, United-States,1,3701
44, Private,128354, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0,2086
42, Private,251795, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,1,3390
71, Self-emp-not-inc,238479, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States,0,2583
33, Self-emp-not-inc,34102, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0,27562
42, Local-gov,101593, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States,0,5569
50, Private,27484, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,25083
46, Private,501671, 10th,6.0, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States,0,32007
40, Private,163985, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States,0,9069
21, Private,86625, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, ?,0,20541
42, Private,248356, HS-grad,9.0, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States,0,31215
52, Federal-gov,221532, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,1,18095
43, Private,233851, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,20816
37, Private,240810, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0,7759
45, Private,188386, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1628,45, United-States,0,25821
27, ?,133359, Bachelors,13.0, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,50, ?,0,4490
58, Self-emp-not-inc,81642, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0,15129
18, Private,170544, 11th,7.0, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0,4071
54, Local-gov,286342, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States,1,22562
55, Private,148773, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,12027
60, Private,139391, Some-college,10.0, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,1,562
64, Private,102041, 11th,7.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,1008
50, Private,170050, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,22068
19, Private,38294, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,2597,0,40, United-States,0,28949
23, Private,283796, 12th,8.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, Mexico,0,24042
36, Private,112264, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0,13479
46, Self-emp-not-inc,32825, HS-grad,9.0, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,12778
17, ?,103810, 12th,8.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,6936
39, Private,193260, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico,0,8884
29, Private,108594, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,32411
51, Private,384248, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States,0,554
62, ?,83439, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,14667
30, Private,258170, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,23711
57, Private,195876, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,13869
57, Private,98926, Some-college,10.0, Widowed, Tech-support, Not-in-family, White, Female,0,0,16, United-States,0,21769
32, ?,282622, HS-grad,9.0, Divorced, ?, Unmarried, White, Female,0,0,28, United-States,0,28382
32, Private,63564, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,0,20221
20, Private,234663, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0,10676
49, State-gov,216734, Prof-school,15.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,7180
21, Private,185357, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States,0,24046
40, Self-emp-not-inc,55363, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States,0,2695
46, State-gov,192779, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1,12024
46, Private,328216, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,8
46, Private,318259, Assoc-voc,11.0, Divorced, Tech-support, Other-relative, White, Female,0,0,36, United-States,0,8820
57, Private,158077, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0,26648
72, Self-emp-not-inc,139889, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States,0,18873
32, Private,168981, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,0,7027
45, Private,199590, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, Mexico,0,7213
42, Self-emp-not-inc,27242, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0,4562
61, Private,357437, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,15949
90, Private,311184, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, ?,0,19638
18, Private,148952, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0,22393
59, Private,77884, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0,3586
40, Private,221172, Masters,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1,811
60, Private,225014, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0,20575
22, Private,56582, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0,15009
50, ?,123044, Masters,14.0, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States,1,6163
63, Private,187635, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,16081
59, Self-emp-not-inc,178353, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,25264
32, Private,235109, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,3962
26, Private,153078, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,80, ?,1,6230
25, Private,125159, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Jamaica,0,20465
72, ?,166253, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0,0,2, United-States,0,9127
51, Local-gov,96678, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0,19048
37, State-gov,60227, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0,20056
42, Local-gov,209752, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1,4353
25, Private,209428, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, El-Salvador,0,31368
46, Self-emp-not-inc,456956, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0,26752
46, Local-gov,102308, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,16096
33, Private,235847, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1,22331
21, Private,235442, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,17654
29, Private,369114, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,1118
22, Private,109053, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,25594
50, Private,187830, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,62, United-States,1,23980
63, Private,100099, HS-grad,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,8640
37, Private,58337, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1,8951
53, Private,68898, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,22199
38, Private,276559, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States,1,18089
29, Federal-gov,106179, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,1408,40, United-States,0,21076
37, Private,257042, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,1506,0,40, United-States,0,26570
36, Local-gov,192337, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,28158
53, Private,126977, HS-grad,9.0, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0,18034
35, Private,410034, Some-college,10.0, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0,30433
30, Self-emp-not-inc,115932, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,99999,0,50, United-States,1,3704
56, Private,311249, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States,0,19125
37, Private,262409, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0,213,45, United-States,0,685
50, Federal-gov,306707, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States,0,16637
66, State-gov,71075, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,0,21387
28, Private,232945, HS-grad,9.0, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, United-States,0,2989
49, Private,304416, 11th,7.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0,8260
59, Private,193895, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,5061
25, Private,309098, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,16804
49, Federal-gov,105586, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1,16127
32, Private,273241, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1,28536
26, Private,258768, Some-college,10.0, Never-married, Transport-moving, Not-in-family, Black, Male,2174,0,75, United-States,0,6680
67, Local-gov,181220, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States,0,19812
43, Self-emp-not-inc,147099, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States,0,27522
47, State-gov,123219, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,1,22088
34, Private,141058, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,62, Mexico,0,15053
19, Private,237455, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States,0,4641
44, Private,101214, Bachelors,13.0, Divorced, Sales, Unmarried, White, Male,0,0,44, United-States,1,23119
24, Private,174138, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,12049
41, Private,144032, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0,18197
46, Private,59287, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,3448
50, Local-gov,186888, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,1,10205
34, Self-emp-inc,242984, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0,10955
37, Self-emp-not-inc,107410, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,6399
40, Private,209547, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States,1,23955
68, Private,339168, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,0,20368
24, ?,164574, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,25224
38, Private,160808, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,4386,0,48, United-States,0,13955
58, Private,310320, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,4360
24, Private,462820, Bachelors,13.0, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0,10641
17, ?,215743, 11th,7.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,28000
38, Private,117312, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States,1,25572
36, Private,235371, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0,17575
18, ?,28357, Some-college,10.0, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0,31651
57, Local-gov,343447, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,0,11285
35, Private,24106, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,28737
20, Private,400443, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0,23602
38, Private,79619, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States,1,2949
38, Private,182526, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,10337
67, Private,274451, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,0,5750
31, Private,106347, 11th,7.0, Separated, Other-service, Not-in-family, Black, Female,0,0,42, United-States,0,26362
21, Private,209483, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,47, United-States,0,1731
52, Private,114228, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States,0,2399
33, Private,150154, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,28200
29, Private,137618, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0,0,41, United-States,1,4721
42, Private,222884, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,1,13490
17, ?,202521, 11th,7.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,11722
44, Private,104196, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,8450
40, Local-gov,183765, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1,29280
56, Private,204049, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States,1,12450
30, Private,233980, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,20988
35, Private,98283, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India,1,17032
45, Private,72896, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,18553
68, ?,270339, 10th,6.0, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States,0,23266
34, Private,56150, 11th,7.0, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0,23975
41, Self-emp-not-inc,120539, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States,1,26258
48, Private,130812, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0,3695
29, Local-gov,376302, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35, Nicaragua,1,4433
43, Self-emp-inc,140988, Bachelors,13.0, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,45, India,0,31586
42, Private,258589, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,1,7319
31, Private,118161, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,4881
35, Private,177121, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,0,4231
24, Private,209034, Assoc-acdm,12.0, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, United-States,0,12636
27, Private,187981, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,14035
51, Private,103407, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,8332
40, Private,145649, HS-grad,9.0, Separated, Sales, Unmarried, Black, Female,0,0,25, United-States,0,11666
64, Private,66634, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,27828,0,50, United-States,1,17739
76, Private,203910, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Male,0,0,17, United-States,0,12317
37, Private,109633, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States,1,22555
37, Federal-gov,196348, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,15887
45, Self-emp-not-inc,183710, 9th,5.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0,16292
56, Private,89922, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,45, United-States,1,16100
26, Private,244495, 9th,5.0, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0,1200
59, State-gov,349910, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,0,50, United-States,1,2041
74, Private,54732, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,1,25496
48, ?,199763, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States,0,13231
37, Private,348739, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,8914
42, Private,190786, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,13725
17, Private,121037, 12th,8.0, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0,27707
21, ?,305466, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,70, United-States,0,13433
54, Private,311020, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,0,23994
33, Private,382764, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0,27798
32, Private,74883, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,0,31439
35, Private,152375, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0,4640
55, Private,198145, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1,7035
18, Private,41381, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,1602,20, United-States,0,11560
35, Private,169638, Some-college,, Divorced, Sales, Unmarried, White, Female,0,0,36, United-States,0,853
19, Private,175652, 11th,7.0, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States,0,27043
32, Private,192039, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1,26977
64, Local-gov,96076, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,18887
38, Federal-gov,214542, Some-college,10.0, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,0,11810
72, Federal-gov,217864, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1,17073
36, Local-gov,59313, Some-college,10.0, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0,22057
53, Private,48413, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,24769
25, Private,108505, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States,0,8531
46, Private,140782, Assoc-acdm,12.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0,21699
24, Federal-gov,312017, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0,18048
41, Private,162140, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0,2339,40, United-States,0,25101
36, Private,41017, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States,1,29943
48, Private,162096, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,45, China,0,32070
30, Private,122042, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1,25313
24, Local-gov,461678, 10th,6.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,12519
45, Self-emp-not-inc,155489, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1,21494
40, Private,182140, HS-grad,9.0, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,0,21459
36, Federal-gov,47310, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,1,16136
17, Private,187308, 10th,6.0, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0,14840
29, Private,133937, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,7885
20, Private,174063, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0,23810
22, Private,239954, Some-college,10.0, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0,24519
44, Local-gov,144778, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,784
44, Self-emp-not-inc,104196, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,0,3843
44, Private,174283, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,25450
43, Private,193882, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States,1,23637
31, Private,127595, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,7530
50, Private,148953, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1,21485
39, Private,137522, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?,1,3225
35, Private,180647, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,0,7973
21, Private,145119, Some-college,10.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States,0,25565
31, Self-emp-not-inc,119411, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0,22986
